node_id	name	name	MXR_score	MXR_rank
Compound_DB00818	Propofol		0.002959863780028	8.0
Compound_DB01080	Vigabatrin		0.0028551828938791	23.0
Compound_DB01031	Ethinamate		0.0005485734638284	25.0
Compound_DB00517	Anisotropine Methylbromide		0.0005272837891848	26.0
Compound_DB00149	L-Leucine		0.0003114275232243	30.0
Compound_DB00130	L-Glutamine		0.0003079142612347	32.0
Compound_DB00161	L-Valine		0.0003003956714877	33.0
Compound_DB06775	Carglumic Acid		0.0002982570857551	34.0
Compound_DB00669	Sumatriptan		0.0002890605020992	35.0
Compound_DB00918	Almotriptan		0.0002863501655374	36.0
Compound_DB00216	Eletriptan		0.0002786868479295	38.0
Compound_DB00315	Zolmitriptan		0.0002717944688754	39.0
Compound_DB00924	Cyclobenzaprine		0.0002695420534215	40.0
Compound_DB00953	Rizatriptan		0.0002633286821488	42.0
Compound_DB00696	Ergotamine		0.000261381785973	44.0
Compound_DB00952	Naratriptan		0.0002591332803167	45.0
Compound_DB00205	Pyrimethamine		0.0002487222748778	46.0
Compound_DB00384	Triamterene		0.0002478332398413	47.0
Compound_DB01173	Orphenadrine		0.0002471093358719	48.0
Compound_DB00586	Diclofenac		0.0002464111147478	49.0
Compound_DB00788	Naproxen		0.0002455209697146	51.0
Compound_DB00320	Dihydroergotamine		0.0002454964534915	52.0
Compound_DB00353	Methylergometrine		0.0002445266288893	53.0
Compound_DB00201	Caffeine		0.0002424395747492	54.0
Compound_DB00571	Propranolol		0.0002423573538325	55.0
Compound_DB00328	Indomethacin		0.0002413303247279	56.0
Compound_DB00635	Prednisone		0.000241265000434	57.0
Compound_DB00697	Tizanidine		0.0002409579358416	58.0
Compound_DB00945	Acetylsalicylic acid		0.0002403202857039	60.0
Compound_DB00316	Acetaminophen		0.0002393340158273	61.0
Compound_DB01233	Metoclopramide		0.0002390186613492	62.0
Compound_DB00998	Frovatriptan		0.000237051298414	63.0
Compound_DB00373	Timolol		0.0002363011962561	64.0
Compound_DB00498	Phenindione		0.0001786516164807	66.0
Compound_DB00120	L-Phenylalanine		0.0001665454694483	67.0
Compound_DB00676	Benzyl Benzoate		0.0001348533080969	73.0
Compound_DB00423	Methocarbamol		0.0001250596561276	77.0
Compound_DB00812	Phenylbutazone		0.0001211495411977	81.0
Compound_DB00561	Doxapram		0.000104092810184	83.0
Compound_DB01511	Delorazepam		9.006594202140915e-05	91.0
Compound_DB00575	Clonidine		7.558398484800637e-05	99.0
Compound_DB01545	Ethyl loflazepate		6.384015955213519e-05	104.0
Compound_DB01489	Camazepam		6.284201668761637e-05	105.0
Compound_DB00991	Oxaprozin		6.1667353270557e-05	107.0
Compound_DB01399	Salsalate		5.4969201090678446e-05	111.0
Compound_DB00682	Warfarin		5.418676344946197e-05	112.0
Compound_DB00268	Ropinirole		5.341616070205298e-05	114.0
Compound_DB06802	Nepafenac		5.310114240334883e-05	115.0
Compound_DB00726	Trimipramine		5.3058096491765e-05	116.0
Compound_DB01577	Methamphetamine		5.2745400646140136e-05	117.0
Compound_DB01069	Promethazine		5.1962511876823685e-05	118.0
Compound_DB00420	Promazine		5.170357463161673e-05	120.0
Compound_DB00332	Ipratropium bromide		5.098335653142528e-05	121.0
Compound_DB01246	Alimemazine		5.0872770398861686e-05	122.0
Compound_DB00902	Methdilazine		5.0315785344788735e-05	123.0
Compound_DB00182	Amphetamine		5.001921827953394e-05	124.0
Compound_DB08996	Dimetacrine		4.9804678020395206e-05	125.0
Compound_DB01576	Dextroamphetamine		4.958996077966397e-05	126.0
Compound_DB01075	Diphenhydramine		4.937504617526257e-05	127.0
Compound_DB00725	Homatropine Methylbromide		4.9345831412940335e-05	128.0
Compound_DB00413	Pramipexole		4.796724965321625e-05	129.0
Compound_DB01235	L-DOPA		4.764778760568082e-05	130.0
Compound_DB01346	Quinidine barbiturate		4.708923485686451e-05	131.0
Compound_DB01239	Chlorprothixene		4.676350126382213e-05	132.0
Compound_DB00751	Epinastine		4.673944254714016e-05	133.0
Compound_DB00193	Tramadol		4.65417545318247e-05	135.0
Compound_DB00190	Carbidopa		4.54147214537374e-05	137.0
Compound_DB09017	Brotizolam		4.440780027166136e-05	138.0
Compound_DB01397	Magnesium salicylate		4.4068781663569774e-05	140.0
Compound_DB01273	Varenicline		4.332126740380785e-05	141.0
Compound_DB00865	Benzphetamine		4.2607778706476194e-05	142.0
Compound_DB01030	Topotecan		4.226985413006792e-05	144.0
Compound_DB00168	Aspartame		4.169364055113357e-05	146.0
Compound_DB01553	Cloxazolam		4.122038385830384e-05	148.0
Compound_DB00191	Phentermine		4.1039683818022e-05	149.0
Compound_DB00731	Nateglinide		4.102901544722852e-05	150.0
Compound_DB01255	Lisdexamfetamine		4.029943086336135e-05	151.0
Compound_DB01065	Melatonin		3.919223822976136e-05	152.0
Compound_DB00217	Bethanidine		3.914404666973374e-05	153.0
Compound_DB00579	Mazindol		3.856010642274875e-05	154.0
Compound_DB01365	Mephentermine		3.816584866666002e-05	155.0
Compound_DB00946	Phenprocoumon		3.778530791813631e-05	156.0
Compound_DB00914	Phenformin		3.736917487251479e-05	157.0
Compound_DB01200	Bromocriptine		3.685554506084453e-05	159.0
Compound_DB00570	Vinblastine		3.591577524627931e-05	160.0
Compound_DB00262	Carmustine		3.436194329809213e-05	161.0
Compound_DB00997	Doxorubicin		3.430603574932541e-05	162.0
Compound_DB00477	Chlorpromazine		3.4055088946699376e-05	163.0
Compound_DB00853	Temozolomide		3.40169325558514e-05	164.0
Compound_DB00970	Dactinomycin		3.3946578904080004e-05	165.0
Compound_DB01234	Dexamethasone		3.377453405674894e-05	166.0
Compound_DB06803	Niclosamide		3.334803948918258e-05	167.0
Compound_DB01254	Dasatinib		3.2628717010868945e-05	168.0
Compound_DB01142	Doxepin		3.261380069764617e-05	169.0
Compound_DB00344	Protriptyline		3.249683592831726e-05	170.0
Compound_DB08799	Antazoline		3.236841699575468e-05	171.0
Compound_DB00514	Dextromethorphan		3.127823355999611e-05	172.0
Compound_DB00762	Irinotecan		3.125614702096221e-05	173.0
Compound_DB00443	Betamethasone		3.125168052449668e-05	174.0
Compound_DB00536	Guanidine		3.115450094113325e-05	175.0
Compound_DB00474	Methohexital		3.0718188786992305e-05	177.0
Compound_DB00170	Menadione		3.071708511089628e-05	178.0
Compound_DB00104	Octreotide		2.9762171143709296e-05	179.0
Compound_DB00712	Flurbiprofen		2.971933927293631e-05	180.0
Compound_DB06148	Mianserin		2.9625819047035684e-05	181.0
Compound_DB00643	Mebendazole		2.8985534602157947e-05	182.0
Compound_DB01179	Podofilox		2.894869828854125e-05	183.0
Compound_DB00445	Epirubicin		2.874732673912787e-05	184.0
Compound_DB00563	Methotrexate		2.805529220458188e-05	185.0
Compound_DB00392	Ethopropazine		2.80195388586556e-05	186.0
Compound_DB01619	Phenindamine		2.762216198538957e-05	187.0
Compound_DB00192	Indecainide		2.748813669703276e-05	188.0
Compound_DB01590	Everolimus		2.7436149160947136e-05	189.0
Compound_DB00773	Etoposide		2.7255351516759256e-05	190.0
Compound_DB00151	L-Cysteine		2.7135702148588804e-05	191.0
Compound_DB00390	Digoxin		2.646620527025565e-05	193.0
Compound_DB00133	L-Serine		2.631341942672921e-05	194.0
Compound_DB08911	Trametinib		2.5915833406034144e-05	196.0
Compound_DB01103	Quinacrine		2.5673831337486183e-05	197.0
Compound_DB00433	Prochlorperazine		2.5489294808832683e-05	198.0
Compound_DB00734	Risperidone		2.5418959132979625e-05	199.0
Compound_DB00740	Riluzole		2.53006096453406e-05	200.0
