multiplex	node	score
2	DB04960	0.20002721917803631
2	DB00637	0.0007104133043677837
2	DB01380	0.0006970097384365896
2	DB00630	0.0006519163050791899
2	DB00399	0.00038904472744276646
2	DB00773	0.00038145812743618584
2	DB00398	0.00014065258368577905
2	DB00530	5.070729418865356e-05
2	DB00582	4.1460747403321503e-05
2	DB01149	4.059414191220501e-05
2	DB01254	4.0334208579140095e-05
2	DB00220	3.9359744482769026e-05
2	DB01232	3.923143610212341e-05
2	DB01026	3.905374717250612e-05
2	DB09065	3.87980768079905e-05
2	DB00503	3.8664898855441725e-05
2	DB01072	3.852240867166971e-05
2	DB01167	3.839354336178901e-05
2	DB01127	3.834924559370048e-05
2	DB00224	3.8206434294050564e-05
2	DB00338	3.8192177050155234e-05
2	DB00330	3.8114952244486084e-05
2	DB00864	3.8049764857142175e-05
2	DB01263	3.804433948310642e-05
2	DB00675	3.803839030407855e-05
2	DB01139	3.795325161011149e-05
2	DB00339	3.7915917628266896e-05
2	DB06820	3.760267126946342e-05
2	DB00834	3.747339978638155e-05
2	DB09118	3.7471260112492364e-05
2	DB00196	3.7369868298489114e-05
2	DB00673	3.732666564505024e-05
2	DB00948	3.7320049154191346e-05
2	DB01248	3.727047461960067e-05
2	DB01100	3.721270839868665e-05
2	DB09236	3.7143971116373494e-05
2	DB00197	3.713510275472936e-05
2	DB00446	3.702973672320539e-05
2	DB00951	3.693121160290408e-05
2	DB01388	3.685601700397913e-05
2	DB00260	3.684767239407881e-05
2	DB00361	3.677826634113242e-05
2	DB09026	3.6733707829330083e-05
2	DB00796	3.667933206240894e-05
2	DB00531	3.667081006822373e-05
2	DB00309	3.664546193365511e-05
2	DB00250	3.6628260159500756e-05
2	DB01259	3.661405865220104e-05
2	DB01118	3.6597593616014446e-05
2	DB01110	3.639322069926865e-05
2	DB00682	3.638892521526589e-05
2	DB01030	3.623986018184781e-05
2	DB00393	3.6078671501109325e-05
2	DB00257	3.594268559242013e-05
2	DB00342	3.586687585791679e-05
2	DB06335	3.556901102086778e-05
2	DB01067	3.556836463387331e-05
2	DB00604	3.553631035342035e-05
2	DB01394	3.5527978988608015e-05
2	DB00320	3.5471908089802044e-05
2	DB01200	3.541780399412339e-05
2	DB00897	3.539173380439845e-05
2	DB01011	3.534613814209005e-05
2	DB00780	3.5321716501748336e-05
2	DB00554	3.517594449210382e-05
2	DB00624	3.512113269682228e-05
2	DB00608	3.5038032773837706e-05
2	DB06203	3.501508887111088e-05
2	DB00549	3.500257589469543e-05
2	DB00934	3.4995429646003636e-05
2	DB00877	3.489086778980409e-05
2	DB00661	3.487250437012543e-05
2	DB00404	3.483496661430775e-05
2	DB01076	3.482527878557433e-05
2	DB00829	3.47871897950187e-05
2	DB00622	3.473608269168386e-05
2	DB00696	3.4539072309641845e-05
2	DB00683	3.452111547080217e-05
2	DB00490	3.450402165652329e-05
2	DB01115	3.421878797882931e-05
2	DB00343	3.382165657837498e-05
2	DB01268	2.5480545127700135e-05
2	DB00997	1.8988980543380447e-05
2	DB00188	1.2451156437567566e-05
2	DB06616	1.2194273743387178e-05
2	DB08916	1.1542116148976346e-05
2	DB09079	1.1307267674048186e-05
2	DB01645	8.023141083597705e-06
2	DB03496	6.96325779795365e-06
2	DB00945	6.699186627094915e-06
2	DB08877	6.566747139792103e-06
2	DB09130	6.032171022333027e-06
2	DB01133	5.92237731241311e-06
2	DB00282	5.150483660211322e-06
2	DB09073	4.8102974349933335e-06
2	DB03880	4.657765091007913e-06
2	DB00421	4.221552015751338e-06
2	DB00619	3.909721462563808e-06
2	DB00710	3.831279249404192e-06
2	DB00694	3.8111810782185334e-06
2	DB08865	3.7897754429669798e-06
2	DB04868	3.7633906824698044e-06
2	DB00433	3.757993272241648e-06
2	DB00112	3.7006865001840003e-06
2	DB00316	3.6845245147117633e-06
2	DB01234	3.623979662094009e-06
2	DB08881	3.5452027636283192e-06
2	DB00444	3.522933774369242e-06
2	DB06589	3.5203256370734036e-06
2	DB05294	3.3938233708623273e-06
2	DB00641	3.0557434316426307e-06
2	DB00317	2.9680103256182064e-06
2	DB06414	2.89458207935818e-06
2	DB00563	2.6985845292067196e-06
2	DB00570	2.5673156404466904e-06
2	DB01017	2.5534105835907012e-06
2	DB01238	2.514761120820403e-06
2	DB06626	2.3071092161622304e-06
2	DB00072	2.2023376783543462e-06
2	DB00331	2.1875194959831366e-06
2	DB00213	2.175889891046385e-06
2	DB00254	2.1753064783152747e-06
2	DB00515	2.037207003580559e-06
2	DB00884	1.9614358854925857e-06
2	DB01204	1.937061544473917e-06
2	DB00586	1.9116276693851886e-06
2	DB01229	1.838471222702041e-06
2	DB00482	1.7867068294535714e-06
2	DB00762	1.76017533606109e-06
2	DB08873	1.7569768607395544e-06
2	DB00999	1.7044599261046222e-06
2	DB00252	1.6613051887632454e-06
