1:1979375:2665000	RP11-34P13.7
1:1979375:2665000	AP006222.1
1:1979375:2665000	RP11-465B22.3
1:1979375:2665000	RP11-547D24.3
1:1979375:2665000	PRKCZ
1:1979375:2665000	RP5-892K4.1
1:1979375:2665000	RP11-181G12.2
1:1979375:2665000	C1orf86
1:1979375:2665000	RP11-181G12.5
1:1979375:2665000	RP11-181G12.4
1:1979375:2665000	SKI
1:1979375:2665000	MORN1
1:1979375:2665000	RP4-713A8.1
1:1979375:2665000	RP4-740C4.6
1:1979375:2665000	RP4-740C4.5
1:1979375:2665000	RP4-740C4.7
1:1979375:2665000	RP4-740C4.9
1:1979375:2665000	RP4-740C4.8
1:1979375:2665000	RER1
1:1979375:2665000	PEX10
1:1979375:2665000	PLCH2
1:1979375:2665000	RP3-395M20.2
1:1979375:2665000	RP3-395M20.3
1:1979375:2665000	PANK4
1:1979375:2665000	HES5
1:1979375:2665000	RP3-395M20.12
1:1979375:2665000	RP3-395M20.8
1:1979375:2665000	TNFRSF14
1:1979375:2665000	RP3-395M20.7
1:1979375:2665000	RP3-395M20.9
1:1979375:2665000	FAM213B
1:1979375:2665000	MMEL1
1:1979375:2665000	RP13-436F16.1
1:1979375:2665000	LZIC
1:1979375:2665000	RP5-1056L3.1
1:1979375:2665000	MINOS1-NBL1
1:1979375:2665000	MINOS1
1:1979375:2665000	RPS14P3
1:1979375:2665000	NBL1
1:1979375:2665000	HTR6
1:1979375:2665000	TMCO4
1:1979375:2665000	RNF186
1:1979375:2665000	RP11-91K11.2
1:1979375:2665000	OTUD3
1:1979375:2665000	PLA2G2E
1:1979375:2665000	PLA2G2A
1:1979375:2665000	PLA2G5
1:1979375:2665000	PLA2G2D
1:1979375:2665000	PLA2G2F
1:1979375:2665000	RP3-340N1.2
1:1979375:2665000	PLA2G2C
1:1979375:2665000	RP3-340N1.5
1:1979375:2665000	UBXN10
1:1979375:2665000	RP3-340N1.6
1:1979375:2665000	VWA5B1
1:1979375:2665000	RP4-745E8.2
1:1979375:2665000	RP4-749H3.1
1:1979375:2665000	RP4-749H3.2
1:1979375:2665000	CAMK2N1
1:1979375:2665000	MUL1
1:1979375:2665000	RPS4XP4
1:1979375:2665000	FAM43B
1:1979375:2665000	CDA
1:1979375:2665000	PINK1
1:1979375:2665000	PINK1-AS
1:1979375:2665000	DDOST
1:1979375:2665000	KIF17
1:1979375:2665000	RP5-930J4.5
1:1979375:2665000	SH2D5
1:1979375:2665000	RP5-930J4.2
1:1979375:2665000	HP1BP3
1:1979375:2665000	RP5-930J4.4
1:1979375:2665000	EIF4G3
1:1979375:2665000	RPS15AP6
1:1979375:2665000	RP11-487E1.2
1:1979375:2665000	RP11-628K18.1
1:1979375:2665000	ECE1
1:1979375:2665000	RP3-329E20.2
1:1979375:2665000	RP5-1071N3.1
1:1979375:2665000	PPP1R11P1
1:1979375:2665000	RP11-293F5.8
1:1979375:2665000	RP11-293F5.1
1:1979375:2665000	NBPF2P
1:1979375:2665000	HS6ST1P1
1:1979375:2665000	CROCCP5
1:1979375:2665000	NBPF3
1:1979375:2665000	PFN1P10
1:1979375:2665000	ALPL
1:1979375:2665000	RP11-63N8.3
1:1979375:2665000	RAP1GAP
1:1979375:2665000	USP48
1:1979375:2665000	RP11-132G19.3
1:1979375:2665000	LDLRAD2
1:1979375:2665000	HSPG2
1:1979375:2665000	RP11-26H16.1
1:1979375:2665000	CELA3B
1:1979375:2665000	CELA3A
1:1979375:2665000	RP1-224A6.3
1:1979375:2665000	LINC00339
1:1979375:2665000	CDC42
1:1979375:2665000	CDC42-IT1
1:1979375:2665000	RP1-224A6.8
1:1979375:2665000	RP1-224A6.9
1:1979375:2665000	WNT4
1:1979375:2665000	RP11-415K20.1
1:1979375:2665000	ZBTB40
1:1979375:2665000	ZBTB40-IT1
1:1979375:2665000	EPHA8
1:1979375:2665000	C1QA
1:1979375:2665000	C1QC
1:1979375:2665000	C1QB
1:1979375:2665000	EPHB2
1:1979375:2665000	RP11-69E9.1
1:1979375:2665000	RP1-74M1.3
1:1979375:2665000	LACTBL1
1:1979375:2665000	C1orf234
1:1979375:2665000	KDM1A
1:1979375:2665000	RP1-184J9.2
1:1979375:2665000	LUZP1
1:1979375:2665000	RP5-979D14.1
1:1979375:2665000	HTR1D
1:1979375:2665000	RP5-1057J7.1
1:1979375:2665000	RP5-1057J7.6
1:1979375:2665000	HNRNPR
1:1979375:2665000	ZNF436
1:1979375:2665000	C1orf213
1:1979375:2665000	RP5-1057J7.7
1:1979375:2665000	TCEA3
1:1979375:2665000	RP4-654C18.1
1:1979375:2665000	ASAP3
1:1979375:2665000	E2F2
1:1979375:2665000	RP1-150O5.3
1:1979375:2665000	ID3
1:1979375:2665000	MDS2
1:1979375:2665000	RP11-223J15.2
1:1979375:2665000	RPL11
1:1979375:2665000	RP5-886K2.1
1:1979375:2665000	TCEB3
1:1979375:2665000	RP5-886K2.3
1:1979375:2665000	PITHD1
