multiplex	node	score
2	DB04960	0.10001388714477889
2	DB00637	0.0003569423987828346
2	DB01380	0.0003485995807300811
2	DB00630	0.00032604037189905115
2	DB00398	0.00026741755794558426
2	DB00399	0.00019460948874670507
2	DB00773	0.00019129080126138674
2	DB01254	0.0001629044473423335
2	DB01268	0.00014382737907834062
2	DB06589	9.962354501317408e-05
2	DB00530	8.491461992795457e-05
2	DB06616	8.230773129771005e-05
2	DB09079	8.022181107474273e-05
2	DB04868	7.049553026595285e-05
2	DB08881	6.432760340982255e-05
2	DB00619	6.30095784656909e-05
2	DB08865	6.178698520292684e-05
2	DB08912	5.94467550267036e-05
2	DB06626	5.904390878750176e-05
2	DB00997	4.971916450700365e-05
2	DB05294	4.187100050518568e-05
2	DB08896	4.171757676931828e-05
2	DB00675	3.8925581142441824e-05
2	DB00020	3.621412076953656e-05
2	DB01109	3.613883487041317e-05
2	DB09130	3.424320798065501e-05
2	DB01064	3.389774320018551e-05
2	DB09054	3.101692829589145e-05
2	DB00170	2.9685216856863417e-05
2	DB00317	2.9682612012674404e-05
2	DB03496	2.9614453194961774e-05
2	DB08877	2.842123028882441e-05
2	DB01259	2.5151040897098686e-05
2	DB00359	2.4892139082836568e-05
2	DB00864	2.478043427267094e-05
2	DB00220	2.2306820596308047e-05
2	DB00582	2.1779176659457227e-05
2	DB01248	2.1688620991091373e-05
2	DB00041	2.168439877302623e-05
2	DB01149	2.13268472401805e-05
2	DB00877	2.119445192458409e-05
2	DB00260	2.0842412286418443e-05
2	DB00834	2.0662862946083087e-05
2	DB01127	2.05785357362492e-05
2	DB01232	2.0137047504574202e-05
2	DB01026	2.011046918599903e-05
2	DB00342	2.0083722896456943e-05
2	DB01167	1.9937203649158286e-05
2	DB00549	1.9889638519820753e-05
2	DB09065	1.979112867102752e-05
2	DB00503	1.9783662092877973e-05
2	DB00673	1.978358475649403e-05
2	DB01110	1.9713489227286895e-05
2	DB00197	1.96263582823204e-05
2	DB01072	1.9620324320503997e-05
2	DB01118	1.9567504686713144e-05
2	DB00257	1.9465666473432284e-05
2	DB00224	1.945237766775537e-05
2	DB01263	1.9399388680803287e-05
2	DB00682	1.939662166450466e-05
2	DB00796	1.9341928029040506e-05
2	DB01030	1.9319353714736614e-05
2	DB00338	1.9253618863807046e-05
2	DB01100	1.9154630843123365e-05
2	DB06820	1.9124378935522594e-05
2	DB09118	1.911802135845944e-05
2	DB00196	1.9069484137018063e-05
2	DB00330	1.9067547955904025e-05
2	DB01139	1.9004103779696116e-05
2	DB00339	1.8964604123178854e-05
2	DB00531	1.88003343567269e-05
2	DB00948	1.8735029241620846e-05
2	DB00446	1.867402235010372e-05
2	DB09236	1.860307299624059e-05
2	DB00951	1.8548563317726693e-05
2	DB01394	1.8510901027462328e-05
2	DB00361	1.8496624190691444e-05
2	DB01388	1.8479218260447988e-05
2	DB00309	1.840124833817475e-05
2	DB09026	1.8399631985225113e-05
2	DB00250	1.8383471288401934e-05
2	DB06335	1.8365425429010557e-05
2	DB00696	1.8330243514797376e-05
2	DB00393	1.8323203883890877e-05
2	DB01076	1.8124703028627445e-05
2	DB00661	1.8065607732633875e-05
2	DB00780	1.7964121548823177e-05
2	DB01067	1.7952135854152936e-05
2	DB00320	1.7920376752092683e-05
2	DB00624	1.7841420993797356e-05
2	DB06203	1.7832135857107825e-05
2	DB00604	1.7824595834506375e-05
2	DB01200	1.7820322333995838e-05
2	DB00897	1.7818098039679813e-05
2	DB00608	1.773956036048962e-05
2	DB00554	1.7731316925601573e-05
2	DB01011	1.7683183219701445e-05
2	DB00404	1.767530025493775e-05
2	DB00934	1.759089656862063e-05
2	DB00622	1.7577932286251655e-05
2	DB00829	1.754173404516252e-05
2	DB01115	1.7509198977620873e-05
2	DB00490	1.741150595779688e-05
2	DB00683	1.7373240323315133e-05
2	DB00343	1.735557369608851e-05
2	DB00201	1.5574535678217865e-05
2	DB01593	1.5004203116451715e-05
2	DB00364	1.4362269196586408e-05
2	DB09063	1.378075227402113e-05
2	DB08916	1.3175272979809188e-05
2	DB08895	1.2583259497401728e-05
2	DB00686	1.212436910147609e-05
2	DB00536	1.1864294557653515e-05
2	DB01645	1.177954564668554e-05
2	DB01373	1.1720806137790027e-05
2	DB00074	1.0990389458995135e-05
2	DB04272	1.038594426196756e-05
2	DB00163	1.013605346117089e-05
2	DB09221	9.823752894696319e-06
2	DB08901	9.282885053481717e-06
2	DB00945	9.278633134877313e-06
2	DB00970	8.040017083112773e-06
2	DB09053	7.973865099939072e-06
2	DB00188	7.80472745649162e-06
2	DB00975	7.747081516147835e-06
2	DB00061	7.5675666423654796e-06
2	DB00203	7.519174326292224e-06
2	DB00820	7.358102810001059e-06
2	DB09078	7.261822304384932e-06
2	DB01098	7.241974421529677e-06
2	DB00277	6.701151224110036e-06
2	DB00337	6.51327011097399e-06
2	DB01169	6.49071824289589e-06
2	DB01234	6.472017082431977e-06
2	DB00756	4.679463469616909e-06
2	DB01238	4.4583160955939605e-06
2	DB00477	4.350317037158196e-06
2	DB01174	4.109130872442218e-06
2	DB01133	4.10015389136977e-06
2	DB00039	4.08764175334014e-06
2	DB01017	3.918489013391046e-06
2	DB09073	3.844100136735533e-06
2	DB00072	3.838887677212863e-06
2	DB00852	3.642803737450714e-06
2	DB00515	3.3885384439873758e-06
2	DB08875	3.1651362173320835e-06
2	DB00228	3.153493781591122e-06
2	DB00112	3.13162067959647e-06
2	DB00836	3.0658825101276098e-06
2	DB01159	3.0650428454367287e-06
2	DB00418	3.04253656917244e-06
2	DB00193	3.0336922879592165e-06
2	DB00433	3.0084722898838952e-06
2	DB00421	3.0011046079593887e-06
2	DB00282	2.9054056842887743e-06
2	DB05239	2.8990955252341403e-06
2	DB00333	2.894744601552459e-06
2	DB08911	2.8842533520441616e-06
2	DB08873	2.8748820962506596e-06
2	DB00312	2.8617517728949363e-06
2	DB00843	2.852605828411189e-06
2	DB01222	2.8199269262465606e-06
2	DB01708	2.805874332186287e-06
2	DB01173	2.772840696790661e-06
2	DB01327	2.7437837258873437e-06
2	DB01221	2.650415455475692e-06
2	DB00316	2.5941195924060415e-06
