node_id	name	name	MXR_score	MXR_rank	n_trials
Compound_DB00818	Propofol		0.0015011265464869	9.0	2.0
Compound_DB01080	Vigabatrin		0.0014384941917604	23.0	6.0
Compound_DB01031	Ethinamate		0.0003276602671007	25.0	
Compound_DB00517	Anisotropine Methylbromide		0.0003075299632001	26.0	
Compound_DB00669	Sumatriptan		0.0002452816736053	30.0	
Compound_DB00918	Almotriptan		0.0002437972131696	31.0	
Compound_DB00216	Eletriptan		0.0002359150042783	33.0	
Compound_DB00315	Zolmitriptan		0.000230058813345	34.0	
Compound_DB00953	Rizatriptan		0.0002224865420845	35.0	
Compound_DB00696	Ergotamine		0.0002206200973027	37.0	
Compound_DB00952	Naratriptan		0.0002184805298912	38.0	
Compound_DB00924	Cyclobenzaprine		0.0002179212534737	39.0	
Compound_DB00320	Dihydroergotamine		0.0002058338855211	42.0	
Compound_DB00353	Methylergometrine		0.000204996722426	43.0	
Compound_DB00788	Naproxen		0.0002046157640055	44.0	
Compound_DB00586	Diclofenac		0.0002040835371549	45.0	1.0
Compound_DB01173	Orphenadrine		0.0002039136097729	46.0	
Compound_DB00697	Tizanidine		0.0002018487376635	47.0	
Compound_DB00328	Indomethacin		0.0002012859623952	48.0	
Compound_DB00571	Propranolol		0.0002011730709999	49.0	
Compound_DB00945	Acetylsalicylic acid		0.0001995973875646	51.0	
Compound_DB00201	Caffeine		0.000199574159772	52.0	
Compound_DB00635	Prednisone		0.0001991128692605	53.0	
Compound_DB01233	Metoclopramide		0.0001988652854516	54.0	
Compound_DB00998	Frovatriptan		0.0001979916670794	55.0	
Compound_DB00316	Acetaminophen		0.0001977350061439	56.0	
Compound_DB00373	Timolol		0.0001968942028932	57.0	
Compound_DB00149	L-Leucine		0.000174393773242	58.0	
Compound_DB00130	L-Glutamine		0.0001680902397966	59.0	
Compound_DB00161	L-Valine		0.0001679678310147	60.0	
Compound_DB06775	Carglumic Acid		0.0001630473077341	61.0	
Compound_DB00205	Pyrimethamine		0.0001384286988026	62.0	
Compound_DB00384	Triamterene		0.0001380351178943	63.0	
Compound_DB00498	Phenindione		0.0001023196249705	66.0	
Compound_DB00120	L-Phenylalanine		9.336313373972092e-05	68.0	
Compound_DB00575	Clonidine		8.303394430379811e-05	72.0	
Compound_DB00676	Benzyl Benzoate		7.644305744391219e-05	74.0	
Compound_DB00423	Methocarbamol		7.030039775224108e-05	78.0	
Compound_DB00812	Phenylbutazone		6.775228564091486e-05	82.0	
Compound_DB00268	Ropinirole		6.070172704054703e-05	83.0	1.0
Compound_DB01235	L-DOPA		5.887037335417114e-05	85.0	
Compound_DB00413	Pramipexole		5.767046198738761e-05	86.0	
Compound_DB00561	Doxapram		5.754516353100212e-05	87.0	
Compound_DB00190	Carbidopa		5.708478513701799e-05	88.0	
Compound_DB00193	Tramadol		5.658409397386763e-05	89.0	
Compound_DB01511	Delorazepam		5.11934537752751e-05	97.0	
