Compound_DB00996	0.0017869228755348	Gabapentin
Compound_DB00313	0.0016692759874633	Valproic Acid
Compound_DB00273	0.0016536492479219	Topiramate
Compound_DB00252	0.0015762332984815	Phenytoin
Compound_DB00564	0.0015410390414547	Carbamazepine
Compound_DB01174	0.0015379944366707	Phenobarbital
Compound_DB01068	0.001524331438405	Clonazepam
Compound_DB00347	0.0015194489332867	Trimethadione
Compound_DB06218	0.0015151061643472	Lacosamide
Compound_DB00818	0.0015011265464869	Propofol
Compound_DB00230	0.0014979297675007	Pregabalin
Compound_DB00555	0.0014962776903818	Lamotrigine
Compound_DB00819	0.0014934956262397	Acetazolamide
Compound_DB00829	0.0014914109242581	Diazepam
Compound_DB00794	0.0014906916975727	Primidone
Compound_DB00349	0.0014877283561107	Clobazam
Compound_DB00776	0.0014823953931519	Oxcarbazepine
Compound_DB00683	0.0014737741852795	Midazolam
Compound_DB01351	0.001472137047095	Amobarbital
Compound_DB01320	0.0014635627827587	Fosphenytoin
Compound_DB00949	0.0014629091721482	Felbamate
Compound_DB00909	0.0014596032229489	Zonisamide
Compound_DB01202	0.0014438845048462	Levetiracetam
Compound_DB01080	0.0014384941917604	Vigabatrin
Compound_DB06201	0.0014321138339516	Rufinamide
Compound_DB01031	0.0003276602671007	Ethinamate
Compound_DB00517	0.0003075299632001	Anisotropine Methylbromide
Compound_DB00617	0.0002790525231326	Paramethadione
Compound_DB06716	0.0002759206954978	Fospropofol
Compound_DB00703	0.0002749446196443	Methazolamide
Compound_DB00669	0.0002452816736053	Sumatriptan
Compound_DB00918	0.0002437972131696	Almotriptan
Compound_DB00241	0.000237355977623	Butalbital
Compound_DB00216	0.0002359150042783	Eletriptan
Compound_DB00315	0.000230058813345	Zolmitriptan
Compound_DB00953	0.0002224865420845	Rizatriptan
Compound_DB00321	0.0002209928143849	Amitriptyline
Compound_DB00696	0.0002206200973027	Ergotamine
Compound_DB00952	0.0002184805298912	Naratriptan
Compound_DB00924	0.0002179212534737	Cyclobenzaprine
Compound_DB00434	0.0002163176262026	Cyproheptadine
Compound_DB01435	0.0002123606696653	Antipyrine
Compound_DB00320	0.0002058338855211	Dihydroergotamine
Compound_DB00353	0.000204996722426	Methylergometrine
Compound_DB00788	0.0002046157640055	Naproxen
Compound_DB00586	0.0002040835371549	Diclofenac
Compound_DB01173	0.0002039136097729	Orphenadrine
Compound_DB00697	0.0002018487376635	Tizanidine
Compound_DB00328	0.0002012859623952	Indomethacin
Compound_DB00571	0.0002011730709999	Propranolol
Compound_DB00661	0.0002007519784067	Verapamil
Compound_DB00945	0.0001995973875646	Acetylsalicylic acid
Compound_DB00201	0.000199574159772	Caffeine
Compound_DB00635	0.0001991128692605	Prednisone
Compound_DB01233	0.0001988652854516	Metoclopramide
Compound_DB00998	0.0001979916670794	Frovatriptan
Compound_DB00316	0.0001977350061439	Acetaminophen
Compound_DB00373	0.0001968942028932	Timolol
Compound_DB00149	0.000174393773242	L-Leucine
Compound_DB00130	0.0001680902397966	L-Glutamine
Compound_DB00161	0.0001679678310147	L-Valine
Compound_DB06775	0.0001630473077341	Carglumic Acid
Compound_DB00205	0.0001384286988026	Pyrimethamine
Compound_DB00384	0.0001380351178943	Triamterene
Compound_DB00849	0.000137306049644	Methylphenobarbital
Compound_DB05246	0.0001215763861424	Methsuximide
Compound_DB00498	0.0001023196249705	Phenindione
Compound_DB00745	9.504565009456674e-05	Modafinil
Compound_DB00120	9.336313373972092e-05	L-Phenylalanine
Compound_DB01121	9.234461768948032e-05	Phenacemide
Compound_DB01437	8.720350947379491e-05	Glutethimide
Compound_DB00754	8.589559191005025e-05	Ethotoin
Compound_DB00575	8.303394430379811e-05	Clonidine
Compound_DB00832	7.927519521793924e-05	Phensuximide
Compound_DB00676	7.644305744391219e-05	Benzyl Benzoate
Compound_DB00312	7.292497940938594e-05	Pentobarbital
Compound_DB00237	7.249968751777361e-05	Butabarbital
Compound_DB00306	7.233885088599014e-05	Talbutal
Compound_DB00423	7.030039775224108e-05	Methocarbamol
Compound_DB00418	7.021680010494162e-05	Secobarbital
Compound_DB01353	6.975172122424434e-05	Butethal
Compound_DB01352	6.950113549184414e-05	Aprobarbital
Compound_DB00812	6.775228564091486e-05	Phenylbutazone
Compound_DB00268	6.070172704054703e-05	Ropinirole
Compound_DB01354	5.966615985811605e-05	Heptabarbital
Compound_DB01235	5.887037335417114e-05	L-DOPA
Compound_DB00413	5.767046198738761e-05	Pramipexole
Compound_DB00561	5.754516353100212e-05	Doxapram
Compound_DB00190	5.708478513701799e-05	Carbidopa
Compound_DB00193	5.658409397386763e-05	Tramadol
Compound_DB00404	5.478140571111885e-05	Alprazolam
Compound_DB01215	5.34383973559052e-05	Estazolam
Compound_DB00897	5.339380708988112e-05	Triazolam
Compound_DB00842	5.31945021256626e-05	Oxazepam
Compound_DB00628	5.25487813225782e-05	Clorazepate
Compound_DB00690	5.2053747062028725e-05	Flurazepam
Compound_DB01567	5.136269928031211e-05	Fludiazepam
Compound_DB01511	5.11934537752751e-05	Delorazepam
Compound_DB00186	5.0482922397798105e-05	Lorazepam
Compound_DB01588	5.030344709069791e-05	Prazepam
