Side Effect_C0042963	1.9722655715989487e-05	Vomiting
Side Effect_C0027497	1.960879959957744e-05	Nausea
Side Effect_C0018681	1.946828831931752e-05	Headache
Side Effect_C0011603	1.787218281525955e-05	Dermatitis
Side Effect_C0015230	1.7757952204928163e-05	Rash
Side Effect_C2830004	1.770116060641769e-05	Somnolence
Side Effect_C0012833	1.7580402834311923e-05	Dizziness
Side Effect_C0004093	1.589001906942811e-05	Asthenia
Side Effect_C0015672	1.4459910039631151e-05	Fatigue
Side Effect_C0085631	1.4326405215686314e-05	Agitation
Side Effect_C0004134	1.4199052382230588e-05	Ataxia
Side Effect_C1443060	1.378714802830228e-05	Feeling abnormal
Side Effect_C0232462	1.3219699342668275e-05	Decreased appetite
Side Effect_C0009806	1.3109653872622852e-05	Constipation
Side Effect_C0020517	1.301050076219138e-05	Hypersensitivity
Side Effect_C0033774	1.2861587735378616e-05	Pruritus
Side Effect_C0011991	1.2661848492614974e-05	Diarrhoea
Side Effect_C0042571	1.26585942834981e-05	Vertigo
Side Effect_C0009676	1.2346385243760344e-05	Confusional state
Side Effect_C0017178	1.2312657650337422e-05	Gastrointestinal disorder
Side Effect_C0012569	1.2088471712174763e-05	Diplopia
Side Effect_C0003123	1.1826532571032855e-05	Anorexia
Side Effect_C0015967	1.1814729912301444e-05	Body temperature increased
Side Effect_C0917801	1.1568764187062292e-05	Insomnia
Side Effect_C0003467	1.114997017714768e-05	Anxiety
Side Effect_C0027765	1.100332049165038e-05	Nervous system disorder
Side Effect_C0023530	1.0837346575188334e-05	Leukopenia
Side Effect_C0013395	1.0677968944074938e-05	Dyspepsia
Side Effect_C0040034	1.0641935673370147e-05	Thrombocytopenia
Side Effect_C0037274	1.0599948777370413e-05	Skin disorder
Side Effect_C0040822	1.0364902498893509e-05	Tremor
Side Effect_C0028738	1.0306034921647789e-05	Nystagmus
Side Effect_C0030554	1.0196839469290924e-05	Paraesthesia
Side Effect_C0178298	1.0088949027517364e-05	Unspecified disorder of skin and subcutaneous tissue
Side Effect_C0018524	1.004208684254267e-05	Hallucination
Side Effect_C0013144	1.003417612698849e-05	Drowsiness
Side Effect_C0042109	9.942799428942842e-06	Urticaria
Side Effect_C0004936	9.731221155640966e-06	Mental disorder
Side Effect_C0233494	9.672202141610267e-06	Tension
Side Effect_C0027769	9.625255298707832e-06	Nervousness
Side Effect_C0020649	9.492810841744886e-06	Hypotension
Side Effect_C0015397	9.328141830537313e-06	Eye disorder
Side Effect_C0002871	9.292850324835287e-06	Anaemia
Side Effect_C0036974	9.292173815396733e-06	Shock
Side Effect_C0036572	9.24826537171459e-06	Convulsion
Side Effect_C0948594	9.217177638277228e-06	Musculoskeletal discomfort
Side Effect_C0014742	8.955921668714683e-06	Erythema multiforme
Side Effect_C0022107	8.84097044379602e-06	Irritability
Side Effect_C0162429	8.812617769206099e-06	Malnutrition
Side Effect_C0009450	8.79517691599581e-06	Infection
Side Effect_C0001824	8.718981979433776e-06	Agranulocytosis
Side Effect_C0344232	8.690657889251258e-06	Vision blurred
Side Effect_C0428977	8.569542939883631e-06	Bradycardia
Side Effect_C0033975	8.275650944604725e-06	Psychotic disorder
Side Effect_C0039070	8.171566841861086e-06	Syncope
Side Effect_C0030193	7.879066084569098e-06	Pain
Side Effect_C0011570	7.878692207975316e-06	Depression
Side Effect_C0041657	7.831118238233816e-06	Loss of consciousness
Side Effect_C0003862	7.80653535229895e-06	Arthralgia
Side Effect_C0038325	7.777851236688048e-06	Stevens-Johnson syndrome
Side Effect_C0234215	7.728912284647407e-06	Discomfort
Side Effect_C0001807	7.662530761283286e-06	Aggression
Side Effect_C0000737	7.660554554068474e-06	Abdominal pain
Side Effect_C0231528	7.586609382279988e-06	Myalgia
Side Effect_C0424295	7.550386135837145e-06	Hyperkinesia
Side Effect_C0520966	7.47361404755061e-06	Coordination abnormal
Side Effect_C0043352	7.372576265639302e-06	Dry mouth
Side Effect_C0043096	7.333156562506748e-06	Weight decreased
Side Effect_C1306341	7.211131156656315e-06	Mental disability
Side Effect_C0014518	7.203297169201572e-06	Toxic epidermal necrolysis
Side Effect_C0687713	7.193871676767709e-06	Gastrointestinal pain
Side Effect_C0021053	7.097750841690596e-06	Immune system disorder
Side Effect_C0035455	7.069887775653436e-06	Rhinitis
Side Effect_C0020458	7.067424471202846e-06	Hyperhidrosis
Side Effect_C0267792	7.051128290153667e-06	Hepatobiliary disease
Side Effect_C0014591	6.980156216494903e-06	Epistaxis
Side Effect_C0032285	6.899767372115991e-06	Pneumonia
Side Effect_C0549249	6.88533544797681e-06	Depressed level of consciousness
Side Effect_C0233472	6.876991867757122e-06	Affect lability
Side Effect_C0085633	6.867596305697062e-06	Mood swings
Side Effect_C0039231	6.8510646934037205e-06	Tachycardia
Side Effect_C0010200	6.798299781201024e-06	Cough
Side Effect_C0233632	6.729804676304143e-06	Thinking abnormal
Side Effect_C0037199	6.708786732827518e-06	Sinusitis
Side Effect_C0497156	6.641592991578285e-06	Lymphadenopathy
Side Effect_C0002994	6.602487272988908e-06	Angioedema
Side Effect_C0002792	6.584438612377831e-06	Anaphylactic shock
Side Effect_C0231218	6.5654131281653095e-06	Malaise
Side Effect_C0575081	6.559998122758582e-06	Gait disturbance
Side Effect_C0233414	6.557400707890386e-06	Disturbance in attention
Side Effect_C2047937	6.545988152970998e-06	Ill-defined disorder
Side Effect_C0004604	6.533883308213557e-06	Back pain
Side Effect_C0006277	6.52154660732656e-06	Bronchitis
Side Effect_C0027947	6.494394084398038e-06	Neutropenia
Side Effect_C0032617	6.482547780480334e-06	Polyuria
Side Effect_C0040264	6.453225021801861e-06	Tinnitus
Side Effect_C0018965	6.379848973745939e-06	Haematuria
Side Effect_C0008031	6.377190349662035e-06	Chest pain
Side Effect_C0014457	6.284516823621433e-06	Eosinophilia
Side Effect_C0235146	6.283973437169841e-06	Euphoric mood
Side Effect_C1167965	6.273824054132189e-06	Urine output increased
Side Effect_C0009782	6.249212368865975e-06	Connective tissue disorder
Side Effect_C1145670	6.176302836881406e-06	Respiratory failure
Side Effect_C0018939	6.120278611690611e-06	Blood disorder
Side Effect_C0025061	6.0542677580239125e-06	Mediastinal disorder
Side Effect_C0013404	6.039403307169107e-06	Dyspnoea
Side Effect_C0042024	5.986300157019007e-06	Urinary incontinence
Side Effect_C0037763	5.985363240768607e-06	Muscle spasms
Side Effect_C0018799	5.941813690129308e-06	Cardiac disorder
Side Effect_C0021400	5.921987821973498e-06	Influenza
Side Effect_C0030252	5.897145624735612e-06	Palpitations
Side Effect_C0575090	5.844059824174995e-06	Balance disorder
Side Effect_C3665347	5.803413654201279e-06	Visual impairment
Side Effect_C0151786	5.770817663198352e-06	Muscular weakness
Side Effect_C0013378	5.708692330313242e-06	Dysgeusia
Side Effect_C0019158	5.70252751207246e-06	Hepatitis
Side Effect_C0851341	5.685260208915806e-06	Infestation NOS
Side Effect_C1384353	5.685260208915806e-06	Infestation
Side Effect_C0013428	5.672839829736928e-06	Dysuria
Side Effect_C0424000	5.634941785081936e-06	Suicidal ideation
Side Effect_C0029408	5.570771751334862e-06	Osteoarthritis
Side Effect_C0003578	5.526135118808593e-06	Apnoea
Side Effect_C0020580	5.497432502029622e-06	Hypoaesthesia
Side Effect_C0013362	5.449196907760261e-06	Dysarthria
Side Effect_C0042023	5.445699311209159e-06	Pollakiuria
Side Effect_C0232461	5.4273806780392535e-06	Increased appetite
Side Effect_C0030312	5.40034559207085e-06	Pancytopenia
Side Effect_C0002170	5.330197197660676e-06	Alopecia
Side Effect_C0002622	5.295683724056652e-06	Amnesia
Side Effect_C0027441	5.230030191373562e-06	Nasopharyngitis
Side Effect_C0020538	5.205773219895028e-06	Hypertension
Side Effect_C0031350	5.118957646846657e-06	Pharyngitis
Side Effect_C0004096	5.096659405888348e-06	Asthma
Side Effect_C0002888	5.090576375103207e-06	Anaemia megaloblastic
Side Effect_C0023380	5.089692149510244e-06	Lethargy
Side Effect_C1760428	5.042458399875537e-06	Suicidal behaviour
Side Effect_C0028084	4.988046101490271e-06	Nightmare
Side Effect_C0041969	4.936065705396159e-06	Urethral disorder
Side Effect_C0042075	4.934596364913846e-06	Urinary tract disorder
Side Effect_C0151766	4.934364829283878e-06	Liver function test abnormal
Side Effect_C0011606	4.927588081557595e-06	Dermatitis exfoliative
Side Effect_C0043094	4.87558063546304e-06	Weight increased
Side Effect_C0038220	4.842577180678454e-06	Status epilepticus
Side Effect_C0013384	4.825669223786894e-06	Dyskinesia
Side Effect_C0232492	4.737913544008088e-06	Abdominal pain upper
Side Effect_C0233471	4.7376257049764725e-06	Flat affect
Side Effect_C0042029	4.737376096206543e-06	Urinary tract infection
Side Effect_C0085632	4.736589903647757e-06	Apathy
Side Effect_C0009938	4.735227283752928e-06	Contusion
Side Effect_C0151559	4.707852787790537e-06	CNS depression NOS
Side Effect_C0013604	4.664718863562174e-06	Oedema
Side Effect_C0162830	4.660073567219059e-06	Photosensitivity reaction
Side Effect_C0085593	4.576742350776613e-06	Chills
Side Effect_C0024141	4.561302761567804e-06	Systemic lupus erythematosus
Side Effect_C0009763	4.558303590739309e-06	Conjunctivitis
Side Effect_C0041834	4.5473327237760735e-06	Erythema
Side Effect_C0151763	4.5019220094407305e-06	Hepatocellular injury
Side Effect_C0011168	4.446036002366402e-06	Dysphagia
Side Effect_C0242184	4.412669212688308e-06	Hypoxia
Side Effect_C0002874	4.343262994351463e-06	Aplastic anaemia
Side Effect_C0016204	4.25545704807154e-06	Flatulence
Side Effect_C0151735	4.2345198152847634e-06	Injection site reaction
Side Effect_C0231530	4.234485493430045e-06	Muscle twitching
Side Effect_C0035078	4.213994688401774e-06	Renal failure
Side Effect_C0019080	4.140139634895115e-06	Haemorrhage
Side Effect_C0392525	4.128736453270531e-06	Nephrolithiasis
Side Effect_C0011175	4.118941876288204e-06	Dehydration
Side Effect_C0085605	4.097223647150027e-06	Hepatic failure
Side Effect_C0013456	4.085606883611549e-06	Ear pain
Side Effect_C0038990	4.0724121850593065e-06	Sweating
Side Effect_C0006145	4.037850893760991e-06	Breast disorder
Side Effect_C0233794	4.02355525380841e-06	Memory impairment
Side Effect_C0011206	4.01032796713791e-06	Delirium
Side Effect_C0016382	4.00924219385902e-06	Flushing
Side Effect_C0039971	3.999222434033818e-06	Thirst
Side Effect_C0518015	3.989721594297312e-06	Haemoglobin
Side Effect_C0542571	3.989526766163884e-06	Face oedema
Side Effect_C0020625	3.97440051771628e-06	Hyponatraemia
Side Effect_C0080274	3.964397087385451e-06	Urinary retention
Side Effect_C3203358	3.953673061586276e-06	Hypoventilation
Side Effect_C0028734	3.952055475767809e-06	Nocturia
Side Effect_C0235063	3.929975433583055e-06	Respiratory depression
Side Effect_C0855775	3.929975433583055e-06	Pulmonary function test decreased
Side Effect_C0160390	3.8962101408625015e-06	Liver injury
Side Effect_C0085636	3.885460208581874e-06	Photophobia
Side Effect_C0019521	3.869617318515578e-06	Hiccups
Side Effect_C3263723	3.865070393566597e-06	Injury
Side Effect_C0031117	3.803688876698068e-06	Neuropathy peripheral
Side Effect_C0002418	3.801140670644517e-06	Amblyopia
Side Effect_C0702166	3.7791191449583686e-06	Acne
Side Effect_C0030305	3.748639787454257e-06	Pancreatitis
Side Effect_C0020621	3.7373772693788944e-06	Hypokalaemia
Side Effect_C0001925	3.6783080765353626e-06	Albuminuria
Side Effect_C0021167	3.607856353748976e-06	Incontinence
Side Effect_C0009421	3.6043924823484857e-06	Coma
Side Effect_C0085932	3.581700328843085e-06	Dermatitis bullous
Side Effect_C0020039	3.5063376114313223e-06	Hostility
Side Effect_C0038663	3.4933811167274315e-06	Suicide attempt
Side Effect_C0038362	3.471913458730811e-06	Stomatitis
Side Effect_C0547030	3.4540760189066227e-06	Visual disturbance
Side Effect_C0037822	3.4335279093402914e-06	Speech disorder
Side Effect_C0041912	3.4222356988143715e-06	Upper respiratory tract infection
Side Effect_C0233571	3.407128210351005e-06	Excitement
Side Effect_C0037036	3.362570968218075e-06	Salivary hypersecretion
Side Effect_C0151828	3.3585027490203227e-06	Injection site pain
Side Effect_C0085649	3.344615623062009e-06	Oedema peripheral
Side Effect_C0699744	3.3198961830436552e-06	Ear infection
Side Effect_C0151736	3.293242674251485e-06	Accidental injury
Side Effect_C0026826	3.2631404456232856e-06	Hypertonia
Side Effect_C0242350	3.2620061851603257e-06	Erectile dysfunction
Side Effect_C0018801	3.2561424319572856e-06	Cardiac failure
Side Effect_C0017152	3.2127891236019914e-06	Gastritis
Side Effect_C0018790	3.2125261275910187e-06	Cardiac arrest
Side Effect_C0020615	3.2089530237022717e-06	Hypoglycaemia
Side Effect_C0014394	3.187187718409862e-06	Enuresis
Side Effect_C0013491	3.184410266806279e-06	Ecchymosis
Side Effect_C0151889	3.161073023751655e-06	Hyperreflexia
Side Effect_C0040046	3.1594517730594213e-06	Thrombophlebitis
Side Effect_C0011053	3.15931350218446e-06	Deafness
Side Effect_C0020456	3.149945469174621e-06	Hyperglycaemia
Side Effect_C0855242	3.143552720099504e-06	Disturbance in sexual arousal
Side Effect_C0017565	3.106307930420728e-06	Gingival bleeding
Side Effect_C0014544	3.104863131482787e-06	Epilepsy
Side Effect_C0026827	3.095500160056505e-06	Hypotonia
Side Effect_C1142135	3.093830310121518e-06	Muscle relaxant therapy
Side Effect_C0233407	3.042480310946737e-06	Disorientation
Side Effect_C0011253	3.024881082882208e-06	Delusion
Side Effect_C0574067	3.0117086311945816e-06	Cough increased
Side Effect_C0340865	2.985423008240024e-06	Anaphylactoid reaction
Side Effect_C0004245	2.974474921984546e-06	Atrioventricular block
Side Effect_C0149745	2.960988183328603e-06	Mouth ulceration
Side Effect_C0023218	2.950268939920532e-06	Cramps of lower extremities
Side Effect_C0085614	2.9318704382467305e-06	Atrioventricular block first degree
Side Effect_C2242996	2.923305118531529e-06	Tingling sensation
Side Effect_C0349506	2.9127656338775177e-06	Photosensitivity
Side Effect_C0151827	2.9117367135878054e-06	Eye pain
Side Effect_C0018674	2.911439112311956e-06	Head injury
Side Effect_C0423791	2.8868031327228007e-06	Rash maculo-papular
Side Effect_C0005940	2.8797474267166517e-06	Bone disorder
Side Effect_C0409974	2.8654124289755853e-06	Lupus erythematosus
Side Effect_C0031212	2.8627090533004822e-06	Personality disorder
Side Effect_C0020651	2.857332315137614e-06	Orthostatic hypotension
Side Effect_C0151907	2.853478686375741e-06	Skin discolouration
Side Effect_C0011551	2.83571816775539e-06	Depersonalisation
Side Effect_C0036454	2.8341766548318047e-06	Scotoma
Side Effect_C0042373	2.831101779380601e-06	Angiopathy
Side Effect_C0948525	2.8263437298326525e-06	Musculoskeletal stiffness
Side Effect_C0085628	2.8051955906233563e-06	Stupor
Side Effect_C0700590	2.7999299675184427e-06	Sweating increased
Side Effect_C0011124	2.792330170695449e-06	Libido decreased
Side Effect_C0278134	2.7177784197506395e-06	Sensory loss
Side Effect_C0013390	2.70507621706004e-06	Dysmenorrhoea
Side Effect_C0233514	2.701982658851145e-06	Abnormal behaviour
Side Effect_C0002957	2.6934249940503813e-06	Anger
Side Effect_C0025222	2.6857300379845835e-06	Melaena
Side Effect_C0085584	2.683160222830115e-06	Encephalopathy
Side Effect_C0086439	2.670025749980405e-06	Hypokinesia
Side Effect_C0233459	2.660383824116318e-06	Emotional disorder
Side Effect_C0220981	2.639358737130647e-06	Metabolic acidosis
Side Effect_C0034150	2.6350933574579e-06	Purpura
Side Effect_C0004238	2.629461989632657e-06	Atrial fibrillation
Side Effect_C0003811	2.6099939319756567e-06	Arrhythmia
Side Effect_C0240735	2.608384617085193e-06	Personality change
Side Effect_C0085641	2.607440269739694e-06	Rash pustular
Side Effect_C0439857	2.602401741797272e-06	Dependence
Side Effect_C0023066	2.578008305076298e-06	Laryngospasm
Side Effect_C0042769	2.570648587325636e-06	Viral infection
Side Effect_C3665386	2.5631923954820337e-06	Abnormal vision
Side Effect_C0013595	2.5593257342625457e-06	Eczema
Side Effect_C0235639	2.549550553283738e-06	Urine abnormality
Side Effect_C0029882	2.535878674355542e-06	Otitis media
Side Effect_C0344315	2.52926639798386e-06	Depressed mood
Side Effect_C0014549	2.5117397778194207e-06	Grand mal convulsion
Side Effect_C0149931	2.487131695884159e-06	Migraine
Side Effect_C0017160	2.4603410027116485e-06	Gastroenteritis
Side Effect_C0162316	2.44330666634212e-06	Iron deficiency anaemia
Side Effect_C0700361	2.442231312580794e-06	Emotional distress
Side Effect_C0029442	2.434770655026558e-06	Osteomalacia
Side Effect_C0234458	2.4335595744291115e-06	Abnormal dreams
Side Effect_C0426576	2.430726896111489e-06	Gastrointestinal symptom NOS
Side Effect_C0017574	2.417636102240025e-06	Gingivitis
Side Effect_C0023518	2.397779698415533e-06	Leukocytosis
Side Effect_C1368065	2.391821456151895e-06	Vascular purpura
Side Effect_C0014868	2.3774414172180166e-06	Oesophagitis
Side Effect_C0026961	2.355341587340415e-06	Mydriasis
Side Effect_C0040435	2.349359852349605e-06	Tooth disorder
Side Effect_C0234518	2.34673129145873e-06	Slurred speech
Side Effect_C0020578	2.3425970661753803e-06	Hyperventilation
Side Effect_C0521591	2.3371802499833884e-06	Paraesthesia oral
Side Effect_C0032326	2.334741241282774e-06	Pneumothorax
Side Effect_C0027424	2.330059215665212e-06	Nasal congestion
Side Effect_C0040460	2.314505004140508e-06	Toothache
