Pathway_PC7_5322	2.913976734636281e-05	Metabolism
Pathway_PC7_7439	1.461156562802798e-05	Signaling Pathways
Pathway_PC7_3278	1.3069646714346509e-05	Disease
Pathway_PC7_8339	1.0594794897953243e-05	Transmembrane transport of small molecules
Pathway_PC7_4688	9.93723522848325e-06	Immune System
Pathway_PC7_5330	9.816427776223971e-06	Metabolism of proteins
Pathway_PC7_4112	9.668449203528949e-06	Gene Expression
Pathway_WP702_r73516	9.416476332093768e-06	Metapathway biotransformation
Pathway_PC7_5326	8.691270510609906e-06	Metabolism of lipids and lipoproteins
Pathway_PC7_5887	8.446576772962612e-06	Neuronal System
Pathway_WP2884_r83041	8.136090088004193e-06	NRF2 pathway
Pathway_PC7_8340	6.3606579058317525e-06	Transmission across Chemical Synapses
Pathway_PC7_7457	5.934003919819364e-06	Signaling by GPCR
Pathway_WP706_r80056	5.7915876693380905e-06	SIDS Susceptibility Pathways
Pathway_PC7_2098	5.27928885611298e-06	Biological oxidations
Pathway_WP3594_r84573	5.223617601478652e-06	Circadian rythm related genes
Pathway_PC7_4043	5.180431568519856e-06	GPCR downstream signaling
Pathway_PC7_2500	5.1048655514201445e-06	Carbohydrate metabolism
Pathway_PC7_6540	5.054965708012861e-06	Post-translational protein modification
Pathway_WP43_r84102	4.81875087895068e-06	Oxidation by Cytochrome P450
Pathway_PC7_4741	4.808722233996048e-06	Innate Immune System
Pathway_PC7_5890	4.6642530935993296e-06	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
Pathway_PC7_4044	4.64292388450901e-06	GPCR ligand binding
Pathway_PC7_2570	4.5255632430379065e-06	Chromatin modifying enzymes
Pathway_PC7_3084	4.397566787440644e-06	Developmental Biology
Pathway_WP455_r81793	4.299838379357198e-06	GPCRs, Class A Rhodopsin-like
Pathway_PC7_4449	4.0186622629018096e-06	Hemostasis
Pathway_PC7_1563	3.9860368327760925e-06	Adaptive Immune System
Pathway_PC7_3777	3.7732659191955487e-06	Extracellular matrix organization
Pathway_PC7_4791	3.701009740169421e-06	Ion channel transport
Pathway_PC7_7290	3.683865704907952e-06	SLC-mediated transmembrane transport
