multiplex	node	score
1	HRAS	0.2389051204954541
1	RAF1	0.0020119013478398433
1	RASGRP1	0.00196713716189822
1	DGKZ	0.0015606925994093581
1	RIN1	0.0014926160116613934
1	BRAF	0.0004655195316769479
1	RASA1	0.000429110707463957
1	ARAF	0.00040862714433259216
1	AURKA	0.0003950973864281777
1	NF1	0.00033070752540212856
1	ABL2	0.0003295645342874603
1	EGFR	0.0002900614431665821
1	RASGRF1	0.0002848593487592773
1	RGL4	0.00027669980923481716
1	RALGDS	0.00022919799864842317
1	RGL1	0.00020989464588190776
1	SOS1	0.00020442164250793999
1	MAP2K1	0.0001925559963597426
1	SRC	0.00013632197327667313
1	RASIP1	0.00012497924231267898
1	SHOC2	0.0001229455746149526
1	CXCL1	0.00012267484607882137
1	PIK3CD	0.00011419830310462286
1	PRSS50	0.00010803247949336492
1	RIT2	0.00010653701533838826
1	ZHX2	0.00010595994393688412
1	PIK3R1	0.0001039044276110975
1	PIK3CA	9.021423984813868e-05
1	BLID	8.768288226114789e-05
1	GRB2	8.378555729030934e-05
1	RGS14	8.334931456816197e-05
1	GREB1	8.26940713911253e-05
1	PIK3CG	7.801228422249073e-05
1	MSH6	7.59327353772849e-05
1	MUTYH	7.215046232358647e-05
1	SNRPE	6.98453275310294e-05
1	KSR1	6.539524951006375e-05
1	KRAS	5.797609739987192e-05
1	DEAF1	5.6253362306420445e-05
1	RGL2	5.5310808319527114e-05
1	RAP1B	5.519867644380877e-05
1	FHOD1	5.317150306826655e-05
1	KIT	5.269598699800773e-05
1	FYN	5.226023613453291e-05
1	PPA2	5.1727170593686165e-05
1	RNF115	5.1636513344378024e-05
1	RAP1GDS1	5.118354105921847e-05
1	PDGFRL	5.074028996905955e-05
1	CDC25C	5.0674864776661755e-05
1	ACSS1	5.055321993186729e-05
1	ERBB2	4.909114553606348e-05
1	IL24	4.9032562818336946e-05
1	PDE6D	4.889941572354838e-05
1	FGFR1	4.8061626163230945e-05
1	AFDN	4.6748457445613073e-05
1	CDC37	4.444262228948583e-05
1	FGFR4	4.3424451541040564e-05
1	NRAS	4.300961140387194e-05
1	RASSF5	4.2611439209912305e-05
1	PTPRJ	4.209812047994395e-05
1	MSH2	4.108335711580678e-05
1	CTNNA1	4.0709324214503544e-05
1	RALA	4.0560595859281585e-05
1	LAT	3.9086814455880516e-05
1	CBL	3.87669297463068e-05
1	STAM2	3.85620052241636e-05
1	YWHAB	3.757144159495356e-05
1	RALB	3.7419004337045285e-05
1	MAP2K2	3.705241008968697e-05
1	ERBB3	3.5135219355146055e-05
1	HSP90AA1	3.512187927509332e-05
1	MLH3	3.446872620940238e-05
1	MAPK3	3.3828167128685534e-05
1	EPHB6	3.368754099029556e-05
1	YWHAZ	3.361431346698748e-05
1	FBXW7	3.344035512704149e-05
1	CDH1	3.3281654317458954e-05
1	MET	3.298196458301577e-05
1	FGFR2	3.276282818141464e-05
1	HGS	3.260402259100924e-05
1	ERBB4	3.179378784225152e-05
1	PDGFRB	3.097905241085119e-05
1	RASA3	3.045142636989479e-05
1	RASA2	3.045142636989479e-05
1	RASAL1	3.045142636989479e-05
1	MAPK1	2.996661581110958e-05
1	RASAL3	2.9259384855150765e-05
1	RASA4	2.919427492712967e-05
1	SYNGAP1	2.8898430625111636e-05
1	BRAP	2.883562041042412e-05
1	MARK3	2.865906899218418e-05
1	DAB2IP	2.8269583928508943e-05
1	SHC1	2.8259476062343357e-05
